D3DSZ1	O43236
Q96ST3	Q9UBB5
Q9NPD3	B1PBA3
O14776	P26368
P21980	P08697
Q9Y4A5	Q9H0E9
Q96B26	Q9UK45
B7Z2Q9	Q6AI31
P21980	P06400
Q96PY6	P49959
Q92994	D3DVV8
Q59FV5	Q5U0J5
D3DUR1	D3DWS0
P13010	Q07864
Q63HP7	Q9H8T0
Q14627	D4HNR6
P54259	Q9UQB8
O75631	O75841
Q4LE28	Q3LRW3
Q9NQ33	P15172
Q99856	Q6ZMK3
P56556	Q6IBB3
Q14790	P26232
P13686	A0MNP2
P09429	P39880
Q8NCQ8	O14965
Q9NQ33	Q9NQ33
B3KU66	Q6IN79
Q9H461	P04628
Q92973	P09132
Q9NUA2	Q5T0I2
A4D1G0	Q6FI00
Q07817	Q9HB09
D3YJ43	Q9H836
Q8WVN6	Q29VG3
Q13526	P26232
Q9BTE0	Q9P2H0
Q8IWV1	B0LPF3
Q8WUM4	Q86VK0
Q8N6H6	Q6ICU9
P19838	Q5W141
P21246	Q6IB77
O00189	P13473
O14920	P26232
Q8IZH2	B4DV56
Q86TW5	Q05CZ3
P10912	P10912
Q6FGR6	Q1XBE0
Q92905	P55789
Q9ULX3	D3DRS0
Q86US8	O14746
D3DN59	P25445
P08572	D3DSD3
O43294	P04150
Q54AC4	O14579
Q6RW13	Q6RW13
B3KT07	O60318
Q92598	P22314
P52655	P29083
Q01844	Q15906
P15018	P40189
P15509	P15509
O95197	Q16739
D3DWA3	D3DPM5
Q969V6	P11831
Q8N8V4	Q7RTU8
Q99689	Q9NRI5
Q9ULZ3	D3DUC0
Q9Y572	Q8IUC6
Q9UMX1	Q5W141
P15391	Q07889
Q5DR82	P15927
B2R4W8	A8K443
Q02410	D3DSD3
O95084	D3DPL6
D3DR83	P62888
D3DN99	O75969
B1APC6	Q96AQ6
P06870	P01042
D3DUS5	D3DUS5
Q9Y5V3	Q9Y5V3
O14964	Q63HP7
P29460	O60595
O00303	Q7L2H7
O60674	Q6IN79
Q8WTS6	P51610
Q5TAL4	Q5TAL4
P08047	Q9NUA2
P07357	P02748
D3DTH5	Q6MZW8
P49748	P49748
Q9H0D6	O95396
O75182	Q9H2S9
Q9Y6C5	Q15465
Q8IV73	B0LPF3
Q86XR7	Q14653
P15812	P61769
D3DRK2	Q09666
Q4L233	P37840
Q6FG38	Q9Y3V7
Q96JZ2	Q07912
Q9HC98	Q7Z6G3
O14893	P62316
Q2TNI1	Q9BTI6
D3DT31	B1AHB0
O76071	P19544
Q6NZI2	D3DN27
Q15038	Q9NY61
P78413	Q6I9R7
A8K5J1	P36957
D3DU69	Q92481
D1CS45	Q96C06
D3DQX0	B0YIW5
Q93038	Q15628
P49790	D3DTT3
Q9H081	P45973
O95150	O95407
Q9BZR8	P10415
Q16674	Q6MZM7
Q99689	Q6IEG3
O95551	P25942
Q7Z6G1	Q7Z6G1
O60285	Q8TDC3
Q13485	Q00341
A8K3M3	A8K6I5
Q99650	P23458
P49895	P49895
Q9P2H3	O75051
P13984	P27540
Q7Z763	Q7Z763
Q13485	Q14956
Q9Y6W6	P53779
Q9UBU7	P25205
B1AN63	B1AN63
P25963	D3DQ97
Q9ULX6	Q9ULX6
O95352	Q6IAW1
D3DPB5	Q658U1
Q6ZN04	Q13485
Q5T3J3	P82932
D3DQU4	O60674
P10827	B3KN79
Q07011	Q13114
P14635	Q6FI05
Q4W5M7	B3KM80
Q9UN86	P19838
P56545	Q15583
P24928	P55199
D3DP38	Q6FHQ0
P80188	P14780
Q6I9S8	P21246
Q2TNI1	D3DSD3
Q8N516	P48643
O96007	Q9NUQ8
Q96QT6	Q9UBU8
Q6ZSZ9	Q14247
Q13835	Q02413
P27694	Q8NG08
P30414	D3DU92
Q3LRW3	C9JL99
D3DNQ5	O60637
Q9NY93	Q9NY93
P20333	Q9BXW9
Q6NVY8	D3DV56
O00444	Q5JR59
Q96HJ5	Q16667
Q01844	P54252
D3DRH6	P10909
Q04941	Q04941
Q16548	Q16611
Q14140	Q14186
O43422	Q53XC0
Q9UPQ7	Q9UPQ7
Q9HB75	Q13158
B3KR97	D3DU00
P21246	Q96NT1
O75569	Q3LRW3
Q9UBV8	Q53FC3
Q15102	Q86TW5
O43557	Q5STB2
Q5PSV4	Q96ST3
P49639	Q2TB39
D3DX55	P08246
O15294	P08047
P43364	Q8N490
Q13155	Q0VDD7
D3DN27	P40763
Q53YE2	Q9BV40
D3DST0	D3DTH6
Q6NX55	P13984
Q9UBQ5	Q99613
Q59FC3	Q9BXP5
Q9NZD8	Q5TCZ8
O75506	O75506
Q9NQS3	Q15223
O60674	P25963
Q53PC4	Q53PC4
Q9UPT6	Q13387
Q15528	B3KNK9
D3DPY8	P26358
P25098	P30411
P10323	Q05996
Q96NW7	Q9UQB3
O75052	Q7Z5C1
A8K6H6	P26232
Q14318	Q07817
P41222	P34995
D3DVK1	Q59F04
B3KY40	Q96LR2
Q99741	P25205
Q00613	Q4LE28
Q86U55	Q86U55
P14543	D3DSD3
P40259	Q53XS4
O60759	Q99418
Q96FF1	Q9UKD1
P00751	P01024
Q9H840	Q16637
P28223	A8YXX4
A8CF34	Q02643
Q9BW71	Q9NUQ8
O75925	Q15744
Q8IVW6	P06400
D3DVV8	A6H8Y1
Q9Y6J0	P49418
Q15637	Q59F66
Q99418	P39880
Q53TN1	Q5IT36
D3DQP4	Q13009
P15056	P15056
D3DW09	Q14566
O95372	Q9Y3C7
Q15102	Q9Y3C7
D3DRA9	Q96ST3
Q9BS59	Q13425
Q96QT6	Q96ST3
O95831	Q8IX03
Q6FI05	Q6EMB2
D3DX74	Q92838
Q8WV28	B0LPF3
Q13158	Q59H88
O60315	Q53XR6
P55103	D3DP85
Q93062	D3DR72
A8K5N0	P01137
O75334	Q8NHS7
Q8TDU9	Q8WXF3
O43427	Q14512
C9JL99	Q9NUA2
Q5GJ64	Q6IN79
Q9Y2N7	D0VY79
Q6IAW1	Q9NQX3
P32004	P16157
P14616	P06213
P23458	Q53XS4
Q9HBA0	Q14244
P46937	Q969T9
Q8N8L9	B1ALW7
Q6ICS7	Q5RL73
O43504	Q9BVJ6
O76080	Q15008
Q9UNA1	Q16512
P21675	P21675
D3DRD0	P07550
P20366	P29371
D3DUT4	P05155
P53350	Q6IAT9
D3DNW0	P01584
P54259	Q9Y219
O14798	Q8N5W9
O60285	Q13131
B4DZ45	Q9NTG7
D3DTS0	Q9NRI5
Q969N2	Q9H1J1
Q8NFZ0	D3DQ97
Q9UHD2	A8K107
Q9Y5S9	B3KQW7
Q15744	Q9BSD8
Q9NRI5	Q6PD56
P48436	D3DTT3
Q5T0I2	Q45QG9
P48745	P62875
P57087	O00254
P08294	Q6IAL4
Q6MZU1	P35221
P17936	Q2TNI1
Q9P084	P04629
Q07812	Q07817
P45973	Q9BWN1
Q53XC0	Q9HA31
Q99759	Q99759
P41273	Q07011
O95071	Q9H074
Q92990	Q53FE8
Q53XM5	Q8TCA4
B3KNH5	P01833
A8K107	Q8IYF1
Q6FI02	Q7L190
B3KSG3	Q9BUH8
D2JYI1	Q59FP9
D3DPG3	P25963
B3KM48	B3KM48
P19174	P42702
P78527	Q05655
P00709	D3DRL2
Q14790	Q07817
Q8N5C8	A8K6K3
P52943	P11831
Q16873	P10620
O14558	Q9UJY1
Q8WY44	Q96PK6
Q14790	Q9Y6E0
Q9BXP8	Q13485
A8K6I5	P10912
O00626	Q6IBD6
Q17RG0	Q17RG0
P25963	Q04864
D3DR83	O14920
Q9GZX6	Q08334
D3DTC0	D3DTC0
P12259	P08311
Q5T5H7	O43524
Q07889	Q8TE68
P56545	O95600
Q5T782	Q9H2G4
P07510	D3DPE8
A7E2E1	Q3LRW3
D0E2W4	O60674
Q9UEC0	Q15466
Q96KN2	Q96KN2
P19388	P19388
Q9UKY1	P37837
P08311	P19320
P50453	Q05C41
Q07912	Q9UEU0
Q15466	Q9Y6B2
Q9NPC3	P68036
O75821	O75821
O60333	Q8NI35
A4D0Z4	Q9Y2I6
Q9Y3C5	P47897
Q9NR80	P25054
Q86V29	D3DVV8
Q96K83	Q13485
D3DVJ5	Q53SC2
Q6ICU9	Q6ICU9
Q9Y3B2	Q8IZH2
P54259	Q01844
D3DVK1	D3DT24
Q9NUA2	P13010
Q8IU80	Q7Z5W6
B3KRJ9	Q6IBN1
Q9UQL6	D3DWB3
P18545	Q96RU3
A7KAX9	P26232
O14745	Q9UGH3
P13591	P23560
D3DWS0	Q9UMR2
Q53YK7	P20916
B4DIW5	Q8IV73
Q96FF1	D0IN09
D3DV56	O95251
Q13094	P42768
Q86VQ3	Q86VQ3
Q96KQ4	Q8NCQ8
Q59H02	Q9NPI5
O95466	B1AHC8
Q9NPB9	Q53X90
D3DWS0	P24394
D3DQU4	B0LPF3
Q92989	Q9UKF6
O60674	P16410
P30411	Q53YY0
D3DTC0	P30039
Q8IY97	Q8NFT8
O95150	Q93038
P06213	P07550
C9JL99	Q9H1D9
P51587	Q9BXW9
Q5T782	Q8N137
O76064	Q13868
Q9P0J1	P08559
Q16611	Q07812
Q2TNI1	D3DQU0
Q969E3	Q08334
A8K3H7	P53567
P68036	P60484
P01106	Q4LE28
A4D0P7	P33993
P33897	D3DT46
O95870	O75391
Q59F66	P08621
Q92956	A8K171
Q96BK5	O14746
Q99816	Q9NUA2
D1MGQ2	P55209
Q07817	P10415
Q53YD1	Q16520
Q6IN79	P50613
Q15831	Q9Y3A3
Q99967	Q4LE28
O95405	D2JYI1
O14776	P24928
P26232	D3DTJ6
Q96M83	O76071
P81172	Q6FI62
A8K3D1	P16471
Q9BYT8	Q6FH20
Q15139	Q07021
Q16512	P12036
P17600	P19174
B9A6J5	P35240
P05120	P20618
P11831	P15172
Q53FC3	P25445
P49842	P78395
O75419	P33993
Q99750	Q9HB75
Q969V6	Q969V6
O95238	Q99801
Q9HBA0	Q9UNF0
Q9UHE5	Q13485
P18621	O95149
P11836	P25942
Q13111	Q9UIS9
Q86XT2	Q99816
Q15038	O43251
Q96CW1	P55087
Q99959	P26232
Q8N8L9	Q8WTW3
O60315	Q7L5N1
Q13895	A8K0V9
P00734	Q04756
P40259	A8K4G2
Q7Z763	P49917
Q96FF1	Q6DKK2
Q8WUM4	Q8WUM4
D3DQ34	Q13416
Q8N516	O14920
Q9NWA0	Q9Y2X0
B0UXA9	Q5T5H7
P32019	Q547Q3
Q96IF9	Q541A5
Q53XS4	Q6IQ28
Q14566	Q14566
Q13573	D3DS49
A8K107	Q13261
P37231	Q6FGL7
P30101	P01579
P68871	P68871
Q9Y219	Q04721
O60716	Q05DA5
Q6FHX6	Q5TZP7
D3DR16	Q96C06
Q96AQ3	Q96EY7
O14579	P53621
Q13137	O00214
Q8TDH9	Q96EV8
Q6FGN1	B4DZ45
Q8N4C8	Q8WXD9
Q9NPP4	Q5VUF1
Q6PHZ7	Q9NYJ8
Q9BX66	D3DVU0
P08047	P14859
Q9ULT8	Q8N6C5
O75962	D3DPX6
Q04759	P35568
B8ZWD2	Q96CD2
Q9Y272	A0PJJ7
D3DUR2	D3DUR2
Q9BTP7	Q8IYD8
Q8NHS7	Q9P2H0
Q01844	Q96G75
Q86XI2	D3DQ24
Q14632	P23458
Q99959	Q14126
O43707	Q9UMD9
O60934	P24864
P48307	Q4W5C3
Q86UU5	Q86UU5
D2JYI1	P01137
Q16520	Q16520
Q8IZH2	Q9UHL4
Q53FL1	Q6IN79
Q96CG3	Q96CG3
P60484	Q3LRW3
A8K031	Q8N6Y0
Q99972	Q9NRN5
Q9UGM3	Q8IWL2
Q8NCQ8	Q05655
D3DR83	Q9UQL6
B2R8X8	Q6FGS6
Q07889	Q96S59
D3DVC2	Q9Y3V7
Q54AC4	B0YIW5
P55058	P02652
P11274	O60674
Q96CW1	Q9NPJ6
Q53Z07	Q8TB05
Q9H5Q4	Q9H5Q4
B0AZM9	B0AZM9
P23025	P15927
O43240	Q5T3J3
Q9UPD8	Q53XL8
Q96LD1	Q5U0N0
Q53FM2	Q53FM2
O95071	D3DTT3
Q4LE28	Q00403
Q15257	D3DVV8
Q9H3D4	Q9UER7
Q59F66	Q9Y2W2
O95817	P19174
D3DXD6	D3DXD6
Q9P1Z2	Q4LE28
Q8TC59	Q9NQI0
Q96G78	Q8IZ52
P31269	Q93062
Q13485	P08621
O96017	Q14738
D3DS33	P02686
Q53TN1	D3DUS5
P15529	P15529
P15976	Q8IX07
O43915	Q86W07
Q92843	Q13323
Q9BYG4	D3DNQ4
P61278	Q86SW9
P12272	B4DVM1
B3KRJ9	B3KM80
D3DR83	A8K538
P46060	P46060
Q99972	D3DUR1
B2RDH3	Q9ULZ1
P54132	Q3LRW3
P05455	P05455
Q99418	Q8WWN9
Q59FC3	Q5UIP0
Q59H02	O95405
P20807	P25963
Q549J4	Q6EEV4
P21246	Q9NXU5
P15509	Q6NSJ8
Q04759	Q04759
A3KLL5	Q5T3J3
D3DRE9	Q53QE4
A8K107	Q9UKG1
A3F769	P19838
Q9P084	O00459
Q8TB52	Q13485
Q6ICS9	Q6X4W1
P38432	A4D0Z4
Q5JY77	Q53PC4
Q15149	Q8IUX2
P55212	P11387
B3KXQ8	Q13873
Q9Y6C2	Q9Y6C2
Q9Y3P8	Q9Y3P8
Q549F0	Q549F0
Q07817	Q53X53
Q8IXH7	Q8N8Q3
O15169	O15169
B3KPB9	Q9NYV6
Q5T9Y4	Q5T9Y4
D3DVU0	D3DVU0
Q9NUA2	P27797
Q9UKU6	Q53S56
Q6FI39	P20936
B4DVM1	Q05516
Q96ST3	Q13422
B3KPB9	Q9UBQ5
Q12934	Q12934
A8K107	Q9H9I0
Q16643	Q86UK7
D3DPJ1	D3DPJ1
Q86X10	Q2PPJ7
Q13976	Q15637
P31939	P31939
Q14919	D3DWA3
Q9UNK0	Q6FHY4
Q3LRW3	P25963
Q14498	Q14686
P15927	Q9Y3C7
Q15102	Q9UKY1
Q9Y4A5	Q16254
Q8NCQ8	B3KRE0
Q9Y5P4	Q13352
Q01826	D3DU69
P01135	P04626
Q99750	Q8WXS3
Q9Y215	O15146
Q6ICS7	Q7L5N1
Q4LE67	P21246
Q02156	P17302
Q9NUP1	Q8TDH9
P38646	Q3LRW3
O75309	P26232
Q9H836	P17676
Q92738	B4E3T6
A8K107	Q9UHB7
D3DVR9	Q6IAU5
Q9Y2Y9	P50454
Q9Y3C5	Q96BQ5
Q6PCC3	P21918
D3DNV2	O75943
Q13163	D3DNQ4
Q8TDD1	P04150
P60033	P15391
P48357	P48357
D3DPP3	Q53XS4
P55036	Q9UHD9
Q6NSJ8	P19235
Q99959	Q02487
Q9UKT4	Q9UM11
P49711	P09429
Q13976	P21817
Q07864	P09884
Q8TA86	Q71RF1
C9JL99	Q9BWC9
Q05516	O60762
P43034	B3KXA5
A8K107	P21580
A4D0Z4	Q8N6Y0
Q9HC52	A8JZZ0
Q53YD7	Q9Y3C7
O43463	P06400
Q8TDC3	Q86V29
P02750	Q6MZM7
Q3KN84	D3DQL6
A8K031	A8K031
Q8N754	Q8N754
Q96S44	Q3LRW3
Q9UEW8	Q53ZR1
Q6MZM7	O95633
P20338	Q3LRW3
A8K9B1	Q9UER7
A4D0W0	P62310
Q6ICV4	A4D1G0
Q86VM2	O95084
Q14790	O60763
Q5PSV4	Q6FHQ0
P25942	Q13490
Q9UM02	P01042
Q9Y4Z0	Q13137
D3DTG1	B3KNA0
Q12962	O00268
Q3LRW3	Q5TZP7
Q96CS3	Q549F0
P43026	D3DP85
O95886	Q8IYN9
P06213	Q9HA84
P28908	Q9UM73
C1K3N5	P20333
D3DTM2	P35658
Q7LBY6	Q15653
A8YXX4	A8YXX4
Q05655	P07550
P09326	O95256
O14964	A9UHW6
D3DPP3	Q13702
P07204	P04070
P11362	D3DVK1
P78527	P04150
Q9NS68	D3DR16
Q96NA2	Q96NA2
Q13057	P23443
A8C4L5	O95619
D3DN31	D3DN31
Q15742	Q546S1
Q9UNH7	P06213
Q8IUC6	Q7Z434
B3KU66	Q00403
P04632	Q7L5D6
O60343	Q7LA65
Q96RU3	Q4G0F2
Q7L775	O95278
Q0VAC9	Q4W5M7
Q99816	P04150
Q10570	P49736
Q14D22	Q6DKK2
P36406	D3DWF0
Q9UKY1	Q9NQZ2
Q01844	Q5T6G6
P37198	D3DSY5
P53350	P20618
A8K3M3	P35568
O15235	Q86TW5
D1CS45	P08571
P35711	P35711
Q499G5	P25490
Q05516	Q6IBR8
Q6I9R7	Q15648
P54252	D3DWS9
P80511	P80511
Q53XR6	Q14204
P23458	P26951
Q9HCY8	D3DV52
P10323	P21754
Q92643	P05187
D3DVV8	P55087
D3DTZ4	P13010
D3DTC0	D3DRR2
P62310	O15116
Q8WV28	A8K9S7
O75901	P19021
P50052	B0ZBE2
P21675	P28749
Q99750	Q14213
P06744	Q9UKV5
O00322	O00526
P25786	Q7Z6G3
A2TDB8	Q86WU2
Q9UHF7	P78317
Q5QJE6	Q5T5H7
P06132	P06132
P54259	O75420
Q6IBA9	Q5RL73
P55211	D3DTF2
B3KS52	Q14CW9
Q4W5M7	P04150
Q9Y2T3	D3DXB9
Q86UP0	P26232
O75995	Q13485
Q7Z497	Q5TEJ4
P13010	O00267
O43741	Q13131
O95721	O95721
Q13546	D3DUR1
Q53XS4	P42226
Q9H773	Q8NC60
Q86XR7	Q8IUC6
Q96D98	Q8N6I1
P56715	P25054
Q6ZYL4	P19447
A4F1W8	A2RUM7
D3DX13	P49815
P50553	P50553
A7MD36	O43561
Q14155	Q9Y566
P08575	P08637
O75558	O75558
P17676	Q4LE28
Q16611	P10809
Q92870	D3DSD3
O15297	A2RUM7
C9JL99	P40763
Q15185	Q5T5H7
Q8IU60	P20618
P35568	Q9BRD5
Q96DY7	Q00987
P60484	Q9BVJ6
Q9UK17	Q9UK17
O15392	P55211
P21580	P21580
Q9NZQ3	Q96MA1
A4D2L1	A4D1G6
D3DVV8	Q53YD1
Q86TW5	Q9BX70
P08246	P10646
Q9HC62	O15169
Q9H0C8	D3DQU0
O60437	Q9UMD9
P08047	P25208
Q96GA7	Q96GA7
Q9Y6Q9	Q6FI00
P04792	O43294
Q13526	O43292
Q9UQ80	P06400
Q9BVS9	A8K4C8
O75694	O95405
Q05DP8	Q53YD7
P28068	Q31604
Q9UBR4	D3DTE0
O43524	O14920
O00499	P39880
P23458	Q6IN79
D3DQU3	Q99698
Q14D22	Q9BSW7
P13591	P56159
P33993	Q7L590
Q9NPD3	Q8TAE8
Q8IZ21	Q8NCQ8
Q13075	Q13075
P55854	B4DG66
A8K2H7	P01024
Q8NI35	Q8TEW0
O14920	Q9UGK3
P26367	Q8WV02
P53779	O43521
P09172	Q2Z1P2
Q8TES5	P01024
Q9UER7	P01137
P32004	Q53YK7
Q9Y2I6	Q6UWE0
A8K4G2	Q86YV3
Q9Y572	Q13546
O60494	P11684
Q9GZS1	O15446
Q6ZVE6	Q9Y3C7
A8CF34	O43193
O00198	Q6FH21
A8K3Z8	Q6X4W1
Q12888	Q3LRW3
Q9Y2I6	P13994
Q86YS3	O75154
Q92599	O43236
Q9NQC7	Q9BWF2
P23025	D3DQY2
Q7Z6J0	Q9H0H5
P08709	D3DT47
Q53SE7	P42166
Q15637	P10415
A4D2J4	D3DW02
Q4LE28	Q8IZL2
O95751	O14964
Q96SJ9	O00254
Q12962	B3KMD8
B3KY40	P78537
P55210	Q9Y6E0
P06400	Q53T66
D3DN75	P49411
D3DQ65	D3DU00
Q4LE28	Q14140
Q6ICU9	P61604
D3DR16	Q92985
Q8IYN9	D3DRY4
P37198	Q13114
Q96KG7	Q8TCU4
B3KY40	Q96EV8
O43715	Q3LRW3
O75462	P26992
B3KWG5	Q07889
P15927	P27694
P56545	P56545
Q5TKA1	P06400
Q9UGK3	P40763
Q9Y6D9	Q8TAX8
P30536	B8ZWD2
Q14749	Q6ZVK8
D3DNF0	Q05655
P15924	P15924
Q07889	Q07889
A8K4G2	P02730
Q9BQY4	Q9BTL3
A5YKK6	Q9NZN8
Q6IBN1	P09429
Q9UDY8	Q5VUF1
Q6DKK2	D3DWI4
D3DT23	Q6IN79
Q9BY84	D3DQP4
D3DXF9	B0LPF3
P15976	P17947
P51813	Q96T51
O60494	Q7Z5C1
Q6I9V2	Q14181
Q8WXE1	P43246
Q6ICU9	Q9HBL7
Q8NBH6	D3DRY4
Q13309	Q6I9V6
Q12904	Q12904
P13798	D3DNC8
D3DTN3	B3KNH5
D3DV04	Q07812
Q9HA31	Q9HA31
Q9NWQ8	O43464
D3DVV8	P17931
Q8WV28	Q96MX0
Q9NR33	Q07864
B3KNZ9	P04626
Q5W141	D3DQ97
O00459	P35568
Q59FC3	P42858
Q9NYJ8	Q96C06
Q13158	Q5TZN6
P57060	Q9UMR2
P11498	P40926
Q9UG73	P49736
P25098	P18545
Q9H3S7	Q9GZR7
Q3LRW3	Q86YF2
Q13242	Q5TZN6
O75558	O75909
Q9BTV5	Q9BTV5
B4DIW5	Q5T0I2
Q9Y3C5	P08621
O75382	O43707
Q13098	Q93034
Q13011	D1CS21
D3DXJ5	O60763
Q7Z5W6	P22303
Q658U1	P20333
P35240	Q15633
P08047	Q04864
Q9ULD2	P50052
A4D196	P21580
Q9UHD9	D3DNB6
O94901	B1APC6
Q13485	P26232
P63092	P47871
Q15466	P37231
D3DX43	P14314
B3KXA5	Q15555
O77932	Q96G78
Q16625	Q16625
P35998	Q6EEV4
D3DPS0	P53350
Q5T4L6	Q9UHY7
P17676	Q9H7Z7
P01042	P04264
Q96JC9	P55199
D3DVK1	Q5T5P2
P55211	Q07817
P43364	Q7Z614
Q9H3M0	Q547S7
C9JL99	P20827
O60674	Q59F04
B1AK66	Q13485
O43187	Q53XR6
P21246	Q8NHS7
A7MD36	P19235
D3DVC0	D3DVC0
Q7Z4W1	Q7Z4W1
Q15038	Q9BVI4
P06400	P17947
Q96RU3	Q96RU3
O43808	D3DVE7
P51813	P20333
A8K4G2	Q01362
P29375	Q5T5H7
Q6IQ28	O75159
P20916	Q6MZM7
D3DPK7	P61916
P13798	B0FWH2
Q13485	P28749
Q4LE28	P39880
Q8IXL1	Q6FG41
A8K3F7	P43364
D3DVV8	Q6NXS2
Q13573	P28749
Q9UBF9	Q59H94
Q9UQB3	Q9UQB3
B3KRJ9	Q9Y5B9
P14314	P08575
Q8NHS7	Q53YD7
P06401	Q13573
Q92905	B6ECG9
Q8N8S7	Q9UQB8
Q96G78	A4D0W0
Q15467	D3DWS0
Q8IY31	O15066
Q9H204	B0LPF3
P25963	D3DNQ4
O14893	P62318
A7MD36	A8K4G2
Q549K6	Q16543
P50453	B3KT07
P10747	O60595
A8K031	Q9Y2J4
D3DXG3	D3DW02
Q9UKL3	Q13158
Q53X53	O75390
Q05655	P42336
P23458	P14784
Q6PJ06	B5B2S1
P24928	Q6IN79
D3DX67	Q14790
Q05516	Q05DP8
Q13838	Q59GV6
Q7Z6G8	Q7Z5C1
Q5T5H7	Q00403
Q6ULP2	D3DWF0
Q3LRW3	Q5T5H7
Q16595	B3KS52
Q53RZ9	Q9UBB5
P42081	P16410
Q9Y3F4	D2JYI1
Q9C0K0	P45973
Q15672	Q15672
Q9Y266	P43034
Q6FHM6	P98175
Q96QT4	P02686
A8K3M3	Q5T5H7
Q8WTR7	D3DWR9
P25786	Q9Y3Q8
Q15572	D3DTB7
Q8WXE1	P33993
Q9NUX5	Q4G0F2
O15514	O15514
Q6IA86	P40763
Q8WUW6	P02775
Q9NUA2	Q6MZW8
P40937	Q5RL73
D3DSY0	D3DUM5
Q3ZTS9	Q16270
Q9UIF7	D3DW02
Q8WVD2	Q15345
Q6IBN1	Q6IBN1
O43663	Q9H0H5
D3DWA3	Q15544
P14859	P14859
P11310	P11310
P01127	P98160
B1AKZ4	Q13393
Q9Y577	Q5STG3
B0FWH2	B0FWH2
Q53Z07	P23396
Q8TBA6	Q8TBA6
P50406	P63092
Q13323	P10415
P18850	P78347
B3KWD0	D3DTP2
Q8WV24	Q4VC03
P24928	Q9Y5B0
Q13137	Q96JY2
P53708	Q6MZM7
Q86YW5	Q86YW5
D3DWG3	Q15653
D3DU69	P60484
Q9BQA1	P62318
P46940	P26232
Q6PHZ7	Q5T5H7
P53350	Q9Y2I6
Q8N807	Q96HE7
A8K2H7	Q6P4R1
P37198	Q03933
P43403	P08575
P02766	P98160
Q9UM11	Q13309
A8K6M0	A8K6M0
Q6P1N2	Q15653
D3DTE2	Q9P2H0
Q9UGJ0	O43741
O60232	B3KX11
Q92994	Q3LRW3
Q99698	Q96DF8
Q12923	P26232
Q8NCW5	P02647
Q96A47	Q9UBR4
Q9UBE0	D3DPG3
D3DSZ7	A0PJJ7
Q5T5H7	P10589
Q9HCS7	D3DX94
P56597	Q8WWB3
A2RRP8	Q8N2G3
D2JYI1	P16070
Q9H6Z4	A8K3Z8
O75145	O75334
Q3LRW3	Q05DP8
Q8NB59	Q8NB59
Q14025	D5MQE1
P55212	P06400
O60701	Q9Y6K8
D3DTH5	P35568
Q9UK23	Q9UK23
P24864	Q6FI05
Q9Y692	Q14790
Q9BW99	Q53XR6
O60566	Q9P1M2
Q9Y6M9	Q99689
P23276	Q01844
O14920	Q9Y6Q9
Q9P2M1	Q13573
B3KRJ9	Q96SB4
Q9NX55	P42858
O00287	A7E2E1
Q96HA8	Q9H773
P21246	Q6FHC9
Q14D22	Q53G78
Q5JY77	P11229
P02649	P02649
Q6IAZ3	B3KNH5
Q14137	B2RDF2
O94906	Q9NUA2
O43292	Q9NZ81
P62280	D3DX67
Q45QG9	Q45QG9
P04233	P04233
Q05655	P16144
Q13315	O15151
P55209	Q4LE28
P43364	Q9Y6M9
Q547Q3	P17480
Q7Z5C1	P02766
P52945	P52945
P25490	Q00688
Q5ST66	Q8IZH2
P27701	Q31604
P52945	P11168
D3DRB1	O75643
Q9UM73	P23471
O43193	Q02643
P07199	P07199
O15294	P51610
P43364	Q96CB9
Q499G5	Q14186
D3DVV8	P17677
D3DU69	Q14025
P06400	Q6FI05
O14727	Q9C000
Q9UBD5	D3DQ34
Q13490	D3DUR2
Q9NQS3	Q8TEW0
D3DUD5	Q59FC3
Q9UBX0	O75376
Q8N2Y6	Q14025
Q13563	Q13563
Q6IAX1	Q15041
Q7Z5C1	Q7Z5C1
Q13127	P42858
P30101	P27797
Q8N3W6	P80404
D3DQM1	Q53Y06
D3DUR1	Q8IYN9
O15169	Q6PJ06
P08311	D3DX34
D3DQJ6	Q8IY97
P24394	D4HNR6
Q5U0J5	Q86YV9
Q9H422	Q8WV02
P57740	P35658
Q8NEY8	P21980
Q15020	D3DU92
Q8NBH6	P02675
Q14790	B3KT21
D3DTN3	D3DSY5
P84090	Q9Y3C7
P32004	Q01484
P02774	Q6P1J9
P09211	P09211
Q9GZR7	Q59FC3
C9JL99	D3DV56
P06454	P14635
Q5T2W1	Q9Y3Y1
A8K3M3	P26232
D3DRT8	O95707
D3DU69	Q14134
Q9UPV9	P24928
Q9BQ52	P56545
P08047	D3DQ24
P46063	P46063
O43765	O43765
Q8WTV0	P02649
P01042	P00734
Q9Y6Q6	O43318
Q99608	Q8NG27
Q6IA86	O60674
P25786	P53350
Q02156	P05783
O60285	P55212
Q6PHZ7	A8K107
P40763	P15976
P52434	P30876
P98082	D2JYI1
Q53QY6	Q53QY6
Q01201	D3DR83
P62487	Q86X94
Q8IUC6	Q14653
B2R749	Q86V29
Q9UMS0	Q8NC60
D3DQU4	P19174
D3DP14	D3DP14
Q15544	Q12962
B9A6J2	A6H8V0
Q7Z465	P14174
Q9BPX3	Q03933
P36956	Q4LE28
Q9NP79	Q05516
Q14790	Q8IW76
Q15761	A4D158
A4D0Q6	A4D0Q6
Q8WY44	Q7RTU8
P09919	Q99062
Q9UK45	P25929
Q9NZD8	Q53H80
Q53EL6	Q53EL6
Q9HA84	Q99759
